#1_tweetid,#2_tweet,#3_country_label,#2_tweet_clean
TRAIN_1179,"""\""من لوازم الحُب أنكَ لا تقبل الإساءة لمن تُحب ولذلك إذا أُسيءَ لهُ تغضب تدافع عنه،في غيابه تُدافع عنه في حضوره تدافع عنه،ممكن هو ما يدافع عن حاله بس انت ما بتتحمّل لأنك تحبه\"".""",Syria,من لوازم الحب انك لا تقبل الاساءه لمن تحب ولذلك اذا اسيء له تغضب تدافع عنهفي غيابه تدافع عنه في حضوره تدافع عنهمكن هو ما يدافع عن حاله بس انت ما بتحمل لانك تحبه
TRAIN_1180,"""ٰ - مش ﻣُﻬﻢ تكوُﻥ شخَص كامِل ، ﺍﻟﻤُﻬﻢ ﺇنك مَـا تخونِش ﻭﻻ تستغفِل ﻭلا تجِي ﻭﻗِﺖ #ٱلمصلحـةهْ !\""""",Libya, مش ﻣﻬﻢ تكوﻥ شخص كامل اﻟﻤﻬﻢ ﺇنك ما تخونش ﻭﻻ تستغفل ﻭلا تجي ﻭﻗﺖ ٱلمصلحهه 
TRAIN_1181,لا تزعل من الدنيا و انت احلى ما فيها  URL ,United_Arab_Emirates,لا تزعل من الدنيا وانت احلي ما فيها 
TRAIN_1182,يعني مب حالة لي كل يوم اصحي هالحزه جوعان ):,Saudi_Arabia,يعني مب حاله لي كل يوم اصحي هالحزه جوعان 
TRAIN_1183,طيب وانا هاشوف اية,Syria,طيب وانا هاشوف ايه
TRAIN_1184,السموحه عاد صوته ما يعجبني,Oman,السموحه عاد صوته ما يعجبني
TRAIN_1185,لا أبداً، بكل بساطة فيكي توضحي موقفك وتحطي هالشخص ع بداية الطريق,Syria,لا ابدا بكل بساطه فيكي توضحي موقفك وتحطي هالشخص ع بدايه الطريق
TRAIN_1186,داير تصديق قلت لي؟,Yemen,داير تصديق قلت لي
TRAIN_1187,Prouud to be Algerian فرحوني الهي وانت جاهي القطيعة بينا وبينهم لديما,Algeria, فرحوني الهي وانت جاهي القطيعه بينا وبينهم لديما
TRAIN_1188,ما بدنا إذن لنقول إنو منحبك يا لبنان... #شرف تضحية وفاء  URL ,Lebanon,ما بدنا اذن لنقول انو منحبك يالبنان شرف تضحيه وفاء 
TRAIN_1189,يهربية صراحتك ي اخي,Egypt,يهربيه صراحتك ي اخي
TRAIN_1190, USER  شد حيلك وخلينا نشوف شغلك وانتاجيتك بالعمل والارتقاء بصحه المريض متفائل فيك,Saudi_Arabia, شد حيلك وخلينا نشوف شغلك وانتاجيتك بالعمل والارتقاء بصحه المريض متفاءل فيك
TRAIN_1191,والله كل الرجال برا الموضوع,Palestine,واله كل الرجال برا الموضوع
TRAIN_1192,ما غبـت عن بالي ولا هان طاريك.,United_Arab_Emirates,ما غبت عن بالي ولا هان طاريك
TRAIN_1193,كله هيبقى زى الفل ان شاء الله والسنادى هتعدى على خي... — شكراً شكراً  URL  …,Egypt,كله هيبقي زي الفل ان شاء اله والسنادي هتعدي علي خي شكرا شكرا 
TRAIN_1194,هالعمر يبغى العاب تشغله .. اشتري لها كم لعبه وطلعي لها كل اسبوع لعبه عشان تنبسط. وانتي كل ماجيتي تهاوشينها تذكري انه بيأثر على شخصيتها ١٠٠ بالميه وبعضهم يسبب لهم تاخر بالكلام ف انتبهي انتي مُحاسبه بس هي طفله ماتعي شي,Saudi_Arabia,هالعمر يبغي العاب تشغله اشتري لها كم لعبه وطلعي لها كل اسبوع لعبه عشان تنبسط وانتي كل ماجيتي تهاوشينها تذكري انه بياثر علي شخصيتها  بالميه وبعضهم يسب لهم تاخر بالكلام ف انتبهي انتي محاسبه بس هي طفله ماتعي شي
TRAIN_1195,اه صح دادو هتودينى خلاس وندخل سوا  USER ,Egypt,اه صح دادو هتوديني خلاس وندخل سوا 
TRAIN_1196,بالقرآن وأنا مجرب ومستفيد واجد,Libya,بالقران وانا مجرب ومستفيد واجد
TRAIN_1197,ايه اكتر شخصيه عجبتكم فى مسلسل La Casa De Papel,Egypt,ايه اكتر شخصيه عجبتكم في مسلسل 
TRAIN_1198,عندي اخت بدونها ماعرفف اعييش  USER ,Qatar,عندي اخت بدونها ماعرف اعيش 
TRAIN_1199,نيك امك يا فاجرة,Algeria,نيك امك يافاجره
TRAIN_1200,اه طبعا امال ايه . والدليل اني حفظت سوره لقمان  USER ,Lebanon,اه طبعا امال ايه والدليل اني حفظت سوره لقمان 
TRAIN_1201,يعنى بيقولك انت متسواش جزمته URL  …,Egypt,يعني بيقولك انت متسواش جزمته 
TRAIN_1202,كيف بيغمضلك جفن وإنت عارفة فش فلفل أخضر بالتلاجة اه؟ هَي آخرة الاستهانة بالثوابت,Palestine,كيف بيغمضلك جفن وانت عارفه فش فلفل اخضر بالتلاجه اه هي اخره الاستهانه بالثوابت
TRAIN_1203, USER  هذي لهجه يتحدث بها 90% من سكان ظفار,Oman, هذي لهجه يتحدث بها من سكان ظفار
TRAIN_1204,هذي مش بعقلها,Libya,هذي مش بعقلها
TRAIN_1205,ما هو يا حد يشتريه يا يسرقه لكن هكمل حياتى حياتى ازاى انا بكاميرا امامية نص بكسل زى دى يا رب!,Egypt,ما هو ياحد يشتريه يايسرقه لكن هكمل حياتي حياتي ازاي انا بكاميرا اماميه نص بكسل زي دي يارب
TRAIN_1206,#saraha |ماراح ابطل الديام حطي اكاونتج انا اضيفج,Kuwait, ماراح ابطل الديام حطي اكاونتج انا اضيفج
TRAIN_1207,اللقطة دى ميسى كان هيقع فيها و عدى من اتنين لعيبة يا جدعان ارحمونا بقى  URL  …,Egypt,القطه دي ميسي كان هيقع فيها وعدي من اتنين لعيبه ياجدعان ارحمونا بقي 
TRAIN_1208,عندي وحدة #فحلـــة في وقت الشدة #توقف معاياااآ ;) <3 .. !! – très bien,Algeria,عندي وحده فحله في وقت الشده توقف معايا 
TRAIN_1209,ي كرهك نغيله صدق,Saudi_Arabia,ي كرهك نغيله صدق
TRAIN_1210,ع قولت الأوليين؛ اللسان مافيه عظم,Oman,ع قولت الاولين السان مافيه عظم
TRAIN_1211,كيف بدو يبين اذا ما عمل متل نسوان الفرن؟,Syria,كيف بدو يبين اذا ما عمل متل نسوان الفرن
TRAIN_1212,"رايحه الاختبار قافله معي و واخوي مشغل اغاني هابده , الله يوفقني بس. URL ",Iraq,رايحه الاختبار قافله معي وواخوي مشغل اغاني هابده اله يوفقني بس 
TRAIN_1213,هو تويتر بقى عباره عن .. يا نحسم الموضوع ياا Sco pa tu manaa انى زهجت .,Egypt,هو تويتر بقي عباره عن يانحسم الموضوع يااني زهجت 
TRAIN_1214, USER   USER   USER  كان يعور القلب,Syria, كان يعور القلب
TRAIN_1215,اوه نسيت، لا تكبرون الموضوع,Oman,اوه نسيت لا تكبرون الموضوع
TRAIN_1216,هتلعبوا ف السان سيرو ولا فين URL  …,Jordan,هتلعبوا ف السان سيرو ولا فين 
TRAIN_1217,يا سيد السمر سمارك غلبني,United_Arab_Emirates,يا سيد السمر سمارك غلبني
TRAIN_1218,يلعن شرفو كلب هدول لا دين ولا دنيا الله يمكنا منهم ولا يمكنهم منا امين يا رب,Syria,يلعن شرفو كلب هدول لا دين ولا دنيا اله يمكنا منهم ولا يمكنهم منا امين يارب
TRAIN_1219,مِـحتويني وانت بعيييـد,United_Arab_Emirates,محتويني وانت بعيد
TRAIN_1220,حبيبى الله يسلمك,Egypt,حبيبي اله يسلمك
TRAIN_1221,اقعدي انتي يا جوزاء,Egypt,اقعدي انتي ياجوزاء
TRAIN_1222,الله انجعله يجي البرميل بريال,Oman,اله انجعله يجي البرميل بريال
TRAIN_1223, USER  والله ما أدري عنه لي شهر بره الديره,Kuwait, واله ما ادري عنه لي شهر بره الديره
TRAIN_1224,شكرااا و ينعاد عليك بصحه و عافيه,Djibouti,شكرا وينعاد عليك بصحه وعافيه
TRAIN_1225,يخياا شعوري تِجاهه والله وصفوهحرام وهي منبوذه بدون سبب,Libya,يخيا شعوري تجاه واله وصفوهحرام وهي منبوذه بدون سب
TRAIN_1226,و شكون لي أنتخب على هذا البرلمان؟ أليس الشعب؟,Algeria,و شكون لي انتخب علي هذا البرلمان اليس الشعب
TRAIN_1227,اسمع رن استكانة جاي وين الجاااااي,United_Arab_Emirates,اسمع رن استكانه جاي وين الجاي
TRAIN_1228,وشو و بعدين؟ فرجونا مناظر طبيعية مصورينا انتو,Syria,وشو وبعدين فرجونا مناظر طبيعيه مصورينا انتو
TRAIN_1229,ونضيف لهم بن بيتور !,Algeria,ونضيف لهم بن بيتور 
TRAIN_1230,فين ال 100 مليار دولار يا نصاب #ارحل_ياسيسي URL ,Egypt,فين ال مليار دولار يانصاب ارحل ياسيسي 
TRAIN_1231,الخوف كسر الركب يابن سلمانكو طاح حظك,Iraq,الخوف كسر الركب يابن سلمانكو طاح حظك
TRAIN_1232,لمحبي المحشي محشيها ما يتفووت ابد  URL ,Oman,لمحبي المحشي محشيها ما يتفوت ابد 
TRAIN_1233,السلام عليكم انا اختباري قدرات ١١ رمضان ابا تجميع محوسب كويس.,Saudi_Arabia,السلام عليكم انا اختباري قدرات  رمضان ابا تجميع محوسب كويس
TRAIN_1234,#الجزائر 7 #تنزانيا 0 سيناريو مهبوووول هذا درس لكل منتخبات إفريقيا #ALGTAN #TeamDZ #Algerie URL ,Algeria,الجزاءر تنزانيا سيناريو مهبول هذا درس لكل منتخبات افريقيا 
TRAIN_1235,فجأه كل البنات صارن يحبّن الصبّار!,Oman,فجاه كل البنات صارن يحبن الصبار
TRAIN_1236,انا بحترمك جدا، بس فكر شويه، حسب القانون آخرها انذار وفاول، الكره مش ملك المهاجم ولسه في الهوا !! منين الطرد ؟؟,Kuwait,انا بحترمك جدا بس فكر شويه حسب القانون اخرها انذار وفاول الكره مش ملك المهاجم ولسه في الهوا منين الطرد 
TRAIN_1237,تتذكرون من ركعناكم ٢ وراها كمتوا تمشون صفح صار عدكم فطر شرجي,Iraq,تذكرون من ركعناكم  وراها كمتوا تمشون صفح صار عدكم فطر شرجي
TRAIN_1238,ماشي ي رايق وانا هسبتلك اني قدها,Egypt,ماشي ي رايق وانا هسبتلك اني قدها
TRAIN_1239,هههههههههههه اعضاء مجلس الشورى معنا من تسلم ناقتي ما علي من رفاقتي لكن جايه ٢٠١٩ كيف الترتيب ما تريدوا اصواتنا,Iraq,ه اعضاء مجلس الشوري معنا من تسلم ناقتي ما علي من رفاقتي لكن جايه  كيف الترتيب ما تريدوا اصواتنا
TRAIN_1240,حيوانه بتتنرفز حد يتعصب يكب القهوه يا بعيده,Egypt,حيوانه بتنرفز حد يتعصب يكب القهوه يابعيده
TRAIN_1241,مشتـاق وأخاف لو عبّرت عن شوقي - تشوف نفـسك عـليْ وما تعـبّرنـي . #متعب,Saudi_Arabia,مشتاق واخاف لو عبرت عن شوقي تشوف نفسك علي وما تعبرني متعب
TRAIN_1242,اما الجيران كانوا بعضيهم...بقا كل جار يخبي اللي عنده...,Egypt,اما الجيران كانوا بعضيهمبقا كل جار يخبي الي عنده
